make_f	model_f	make_w	model_w	class	drops	level	tempus	alp
Scott	Addict RC	Shimano	C40	road	937300	33	3070.5	2938.5
Scott	Addict RC	Shimano	C50	road	940700	33	3068.5	2942.5
Scott	Addict RC	Shimano	C60	road	944300	33	3059.5	2946
Scott	Addict RC	ZIPP	202	road	1001200	33	3077.5	2929.5
Scott	Addict RC	ZIPP	404	road	1001200	33	3049.5	2931
Scott	Addict RC	ZIPP	454	road	1136000	33	3046.5	2928
Scott	Addict RC	ZIPP	808	road	1029600	33	3040.5	2937
Scott	Addict RC	ZIPP	858	road	1164400	37	3036.5	2934
Scott	Addict RC	ZIPP	353 NSW	road	1107600	33	3053.5	2927
Scott	Addict RC	ZIPP	808/Super9	road	1927700	35	3031.5	2946
Scott	Addict RC	ZIPP	858/Super9	road	2360800	45	3029.5	2945
Scott	Addict RC	Zwift	32mm Carbon	road	852000	33	3082.5	2935
Scott	Addict RC	Zwift	50mm Carbon	road	972700	33	3070	2936
Scott	Addict RC	Zwift	Buffalo Fahrrad	road	855200	40	3087.5	2942
Scott	Addict RC	Zwift	Classic	road	887600	33	3088.5	2943
Scott	Addict RC	Zwift	Safety	road	1562000	44	3083	2934.5
Scott	Foil	Bontrager	Aeolus 5	road	951400	20	3069	2948.5
Scott	Foil	CADEX	36	road	1038400	26	3081.5	2944
Scott	Foil	CADEX	42	road	1008200	17	3072	2946.5
Scott	Foil	CADEX	65	road	1022400	21	3053.5	2945.5
Scott	Foil	Campagnolo	Bora Ultra 35	road	1029500	33	3088.5	2946
Scott	Foil	Campagnolo	Bora Ultra 50	road	1043700	27	3062	2946
Scott	Foil	DT Swiss	ARC 1100 DICUT 62	road	965600	17	3054	2945
Scott	Foil	DT Swiss	ARC 1100 DICUT DISC	road	2360800	42	3028.5	2963.5
Scott	Foil	ENVE	SES 2.2	road	972700	17	3088	2946
Scott	Foil	ENVE	SES 3.4	road	972700	17	3062	2944.5
Scott	Foil	ENVE	SES 6.7	road	972700	25	3056	2952.5
Scott	Foil	ENVE	SES 7.8	road	986900	39	3043.5	2948.5
Scott	Foil	ENVE	SES 8.9	road	986900	31	3044.5	2957
Scott	Foil	Giant	SLR 0	road	972800	22	3065	2945
Scott	Foil	Lightweight	Meilenstein	road	781000	17	3074.5	2936.5
Scott	Foil	Mavic	Comete Pro Carbon SL UST	road	923000	23	3062.5	2963
Scott	Foil	Mavic	Cosmic CXR60c	road	923000	17	3066.5	2961
Scott	Foil	Mavic	Cosmic Ultimate UST	road	923000	17	3069	2958.5
Scott	Foil	Roval	Alpinist CLX	road	916300	32	3075	2936.5
Scott	Foil	Roval	CLX64	road	951400	17	3058	2952.5
Scott	Foil	Roval	Rapide CLX	road	976300	17	3058	2947.5
Scott	Foil	Shimano	C40	road	866300	17	3076	2956
Scott	Foil	Shimano	C50	road	869700	28	3074	2960
Scott	Foil	Shimano	C60	road	873300	18	3065	2963.5
Scott	Foil	ZIPP	202	road	930200	17	3083	2947
Scott	Foil	ZIPP	404	road	930200	17	3055	2948.5
Scott	Foil	ZIPP	454	road	1065000	24	3052	2945.5
Scott	Foil	ZIPP	808	road	958600	17	3046	2954.5
Scott	Foil	ZIPP	858	road	1093400	37	3042	2951.5
Scott	Foil	ZIPP	353 NSW	road	1036600	19	3059	2944.5
Scott	Foil	ZIPP	808/Super9	road	1856700	35	3037	2963.5
Scott	Foil	ZIPP	858/Super9	road	2289800	45	3035	2962.5
Scott	Foil	Zwift	32mm Carbon	road	781000	17	3088	2952.5
Scott	Foil	Zwift	50mm Carbon	road	901700	17	3075.5	2953.5
Scott	Foil	Zwift	Buffalo Fahrrad	road	784200	40	3093	2959.5
Scott	Foil	Zwift	Classic	road	816600	17	3094	2960.5
Scott	Foil	Zwift	Safety	road	1491000	44	3088.5	2952
Specialized	Aethos S-Works	Bontrager	Aeolus 5	road	1093400	34	3074	2926
Specialized	Aethos S-Works	CADEX	36	road	1180400	34	3086.5	2921.5
Specialized	Aethos S-Works	CADEX	42	road	1150200	34	3077	2924
Specialized	Aethos S-Works	CADEX	65	road	1164400	34	3058.5	2923
Specialized	Aethos S-Works	Campagnolo	Bora Ultra 35	road	1171500	34	3093.5	2923.5
Specialized	Aethos S-Works	Campagnolo	Bora Ultra 50	road	1185700	34	3067	2923.5
Specialized	Aethos S-Works	DT Swiss	ARC 1100 DICUT 62	road	1107600	34	3059	2922.5
Specialized	Aethos S-Works	DT Swiss	ARC 1100 DICUT DISC	road	2502800	42	3033.5	2941
Specialized	Aethos S-Works	ENVE	SES 2.2	road	1114700	34	3093	2923.5
Specialized	Aethos S-Works	ENVE	SES 3.4	road	1114700	34	3067	2922
Specialized	Aethos S-Works	ENVE	SES 6.7	road	1114700	34	3061	2930
Specialized	Aethos S-Works	ENVE	SES 7.8	road	1128900	39	3048.5	2926
Specialized	Aethos S-Works	ENVE	SES 8.9	road	1128900	34	3049.5	2934.5
Specialized	Aethos S-Works	Giant	SLR 0	road	1114800	34	3070	2922.5
Specialized	Aethos S-Works	Lightweight	Meilenstein	road	923000	34	3079.5	2914
Specialized	Aethos S-Works	Mavic	Comete Pro Carbon SL UST	road	1065000	34	3067.5	2940.5
Specialized	Aethos S-Works	Mavic	Cosmic CXR60c	road	1065000	34	3071.5	2938.5
Specialized	Aethos S-Works	Mavic	Cosmic Ultimate UST	road	1065000	34	3074	2936
Specialized	Aethos S-Works	Roval	Alpinist CLX	road	1058300	34	3080	2914
Specialized	Aethos S-Works	Roval	CLX64	road	1093400	34	3063	2930
Specialized	Aethos S-Works	Roval	Rapide CLX	road	1118300	34	3063	2925
Specialized	Aethos S-Works	Shimano	C40	road	1008300	34	3081	2933.5
Specialized	Aethos S-Works	Shimano	C50	road	1011700	34	3079	2937.5
Specialized	Aethos S-Works	Shimano	C60	road	1015300	34	3070	2941
Specialized	Aethos S-Works	ZIPP	202	road	1072200	34	3088	2924.5
Specialized	Aethos S-Works	ZIPP	404	road	1072200	34	3060	2926
Specialized	Aethos S-Works	ZIPP	454	road	1207000	34	3057	2923
Specialized	Aethos S-Works	ZIPP	808	road	1100600	34	3051	2932
Specialized	Aethos S-Works	ZIPP	858	road	1235400	37	3047	2929
Specialized	Aethos S-Works	ZIPP	353 NSW	road	1178600	34	3064	2922
Specialized	Aethos S-Works	ZIPP	808/Super9	road	1998700	35	3042	2941
Specialized	Aethos S-Works	ZIPP	858/Super9	road	2431800	45	3040	2940
Specialized	Aethos S-Works	Zwift	32mm Carbon	road	923000	34	3093	2930
Specialized	Aethos S-Works	Zwift	50mm Carbon	road	1043700	34	3080.5	2931
Specialized	Aethos S-Works	Zwift	Buffalo Fahrrad	road	926200	40	3098	2937
Specialized	Aethos S-Works	Zwift	Classic	road	958600	34	3099	2938
Specialized	Aethos S-Works	Zwift	Safety	road	1633000	44	3093.5	2929.5
Specialized	Allez	Bontrager	Aeolus 5	road	298200	20	3075.5	2969.5
Specialized	Allez	CADEX	36	road	385200	26	3088	2965
Specialized	Allez	CADEX	42	road	355000	8	3078.5	2967.5
Specialized	Allez	CADEX	65	road	369200	21	3060	2966.5
Specialized	Allez	Campagnolo	Bora Ultra 35	road	376300	33	3095	2967
Specialized	Allez	Campagnolo	Bora Ultra 50	road	390500	27	3068.5	2967
Specialized	Allez	DT Swiss	ARC 1100 DICUT 62	road	312400	6	3060.5	2966
Specialized	Allez	DT Swiss	ARC 1100 DICUT DISC	road	1707600	42	3035	2984.5
Specialized	Allez	ENVE	SES 2.2	road	319500	17	3094.5	2967
Specialized	Allez	ENVE	SES 3.4	road	319500	4	3068.5	2965.5
Specialized	Allez	ENVE	SES 6.7	road	319500	25	3062.5	2973.5
Specialized	Allez	ENVE	SES 7.8	road	333700	39	3050	2969.5
Specialized	Allez	ENVE	SES 8.9	road	333700	31	3051	2978
Specialized	Allez	Giant	SLR 0	road	319600	22	3071.5	2966
Specialized	Allez	Lightweight	Meilenstein	road	127800	4	3081	2957.5
Specialized	Allez	Mavic	Comete Pro Carbon SL UST	road	269800	23	3069	2984
Specialized	Allez	Mavic	Cosmic CXR60c	road	269800	16	3073	2982
Specialized	Allez	Mavic	Cosmic Ultimate UST	road	269800	9	3075.5	2979.5
Specialized	Allez	Roval	Alpinist CLX	road	263100	32	3081.5	2957.5
Specialized	Allez	Roval	CLX64	road	298200	5	3064.5	2973.5
Specialized	Allez	Roval	Rapide CLX	road	323100	14	3064.5	2968.5
Specialized	Allez	Shimano	C40	road	213100	12	3082.5	2977
Specialized	Allez	Shimano	C50	road	216500	28	3080.5	2981
Specialized	Allez	Shimano	C60	road	220100	18	3071.5	2984.5
Specialized	Allez	ZIPP	202	road	277000	11	3089.5	2968
Specialized	Allez	ZIPP	404	road	277000	15	3061.5	2969.5
Specialized	Allez	ZIPP	454	road	411800	24	3058.5	2966.5
Specialized	Allez	ZIPP	808	road	305400	13	3052.5	2975.5
Specialized	Allez	ZIPP	858	road	440200	37	3048.5	2972.5
Specialized	Allez	ZIPP	353 NSW	road	383400	19	3065.5	2965.5
Specialized	Allez	ZIPP	808/Super9	road	1203500	35	3043.5	2984.5
Specialized	Allez	ZIPP	858/Super9	road	1636600	45	3041.5	2983.5
Specialized	Allez	Zwift	32mm Carbon	road	127800	4	3094.5	2973.5
Specialized	Allez	Zwift	50mm Carbon	road	248500	7	3082	2974.5
Specialized	Allez	Zwift	Buffalo Fahrrad	road	131000	40	3099.5	2980.5
Specialized	Allez	Zwift	Classic	road	163400	4	3100.5	2981.5
Specialized	Allez	Zwift	Safety	road	837800	44	3095	2973
Specialized	Allez Sprint	Bontrager	Aeolus 5	road	298200	20	3064	2949
Specialized	Allez Sprint	CADEX	36	road	385200	26	3076.5	2944.5
Specialized	Allez Sprint	CADEX	42	road	355000	14	3067	2947
Specialized	Allez Sprint	CADEX	65	road	369200	21	3048.5	2946
Specialized	Allez Sprint	Campagnolo	Bora Ultra 35	road	376300	33	3083.5	2946.5
Specialized	Allez Sprint	Campagnolo	Bora Ultra 50	road	390500	27	3057	2946.5
Specialized	Allez Sprint	DT Swiss	ARC 1100 DICUT 62	road	312400	14	3049	2945.5
Specialized	Allez Sprint	DT Swiss	ARC 1100 DICUT DISC	road	1707600	42	3023.5	2964
Specialized	Allez Sprint	ENVE	SES 2.2	road	319500	17	3083	2946.5
Specialized	Allez Sprint	ENVE	SES 3.4	road	319500	14	3057	2945
Specialized	Allez Sprint	ENVE	SES 6.7	road	319500	25	3051	2953
Specialized	Allez Sprint	ENVE	SES 7.8	road	333700	39	3038.5	2949
Specialized	Allez Sprint	ENVE	SES 8.9	road	333700	31	3039.5	2957.5
Specialized	Allez Sprint	Giant	SLR 0	road	319600	22	3060	2945.5
Specialized	Allez Sprint	Lightweight	Meilenstein	road	127800	14	3069.5	2937
Specialized	Allez Sprint	Mavic	Comete Pro Carbon SL UST	road	269800	23	3057.5	2963.5
Specialized	Allez Sprint	Mavic	Cosmic CXR60c	road	269800	16	3061.5	2961.5
Specialized	Allez Sprint	Mavic	Cosmic Ultimate UST	road	269800	14	3064	2959
Specialized	Allez Sprint	Roval	Alpinist CLX	road	263100	32	3070	2937
Specialized	Allez Sprint	Roval	CLX64	road	298200	14	3053	2953
Specialized	Allez Sprint	Roval	Rapide CLX	road	323100	14	3053	2948
Specialized	Allez Sprint	Shimano	C40	road	213100	14	3071	2956.5
Specialized	Allez Sprint	Shimano	C50	road	216500	28	3069	2960.5
Specialized	Allez Sprint	Shimano	C60	road	220100	18	3060	2964
Specialized	Allez Sprint	ZIPP	202	road	277000	14	3078	2947.5
Specialized	Allez Sprint	ZIPP	404	road	277000	15	3050	2949
Specialized	Allez Sprint	ZIPP	454	road	411800	24	3047	2946
Specialized	Allez Sprint	ZIPP	808	road	305400	14	3041	2955
Specialized	Allez Sprint	ZIPP	858	road	440200	37	3037	2952
Specialized	Allez Sprint	ZIPP	353 NSW	road	383400	19	3054	2945
Specialized	Allez Sprint	ZIPP	808/Super9	road	1203500	35	3032	2964
Specialized	Allez Sprint	ZIPP	858/Super9	road	1636600	45	3030	2963
Specialized	Allez Sprint	Zwift	32mm Carbon	road	127800	14	3083	2953
Specialized	Allez Sprint	Zwift	50mm Carbon	road	248500	14	3070.5	2954
Specialized	Allez Sprint	Zwift	Buffalo Fahrrad	road	131000	40	3088	2960
Specialized	Allez Sprint	Zwift	Classic	road	163400	14	3089	2961
Specialized	Allez Sprint	Zwift	Safety	road	837800	44	3083.5	2952.5
Specialized	Amira	Bontrager	Aeolus 5	road	312400	31	3074.5	2942
Specialized	Amira	CADEX	36	road	399400	31	3087	2937.5
Specialized	Amira	CADEX	42	road	369200	31	3077.5	2940
Specialized	Amira	CADEX	65	road	383400	31	3059	2939
Specialized	Amira	Campagnolo	Bora Ultra 35	road	390500	33	3094	2939.5
Specialized	Amira	Campagnolo	Bora Ultra 50	road	404700	31	3067.5	2939.5
Specialized	Amira	DT Swiss	ARC 1100 DICUT 62	road	326600	31	3059.5	2938.5
Specialized	Amira	DT Swiss	ARC 1100 DICUT DISC	road	1721800	42	3034	2957
Specialized	Amira	ENVE	SES 2.2	road	333700	31	3093.5	2939.5
Specialized	Amira	ENVE	SES 3.4	road	333700	31	3067.5	2938
Specialized	Amira	ENVE	SES 6.7	road	333700	31	3061.5	2946
Specialized	Amira	ENVE	SES 7.8	road	347900	39	3049	2942
Specialized	Amira	ENVE	SES 8.9	road	347900	31	3050	2950.5
Specialized	Amira	Giant	SLR 0	road	333800	31	3070.5	2938.5
Specialized	Amira	Lightweight	Meilenstein	road	142000	31	3080	2930
Specialized	Amira	Mavic	Comete Pro Carbon SL UST	road	284000	31	3068	2956.5
Specialized	Amira	Mavic	Cosmic CXR60c	road	284000	31	3072	2954.5
Specialized	Amira	Mavic	Cosmic Ultimate UST	road	284000	31	3074.5	2952
Specialized	Amira	Roval	Alpinist CLX	road	277300	32	3080.5	2930
Specialized	Amira	Roval	CLX64	road	312400	31	3063.5	2946
Specialized	Amira	Roval	Rapide CLX	road	337300	31	3063.5	2941
Specialized	Amira	Shimano	C40	road	227300	31	3081.5	2949.5
Specialized	Amira	Shimano	C50	road	230700	31	3079.5	2953.5
Specialized	Amira	Shimano	C60	road	234300	31	3070.5	2957
Specialized	Amira	ZIPP	202	road	291200	31	3088.5	2940.5
Specialized	Amira	ZIPP	404	road	291200	31	3060.5	2942
Specialized	Amira	ZIPP	454	road	426000	31	3057.5	2939
Specialized	Amira	ZIPP	808	road	319600	31	3051.5	2948
Specialized	Amira	ZIPP	858	road	454400	37	3047.5	2945
Specialized	Amira	ZIPP	353 NSW	road	397600	31	3064.5	2938
Specialized	Amira	ZIPP	808/Super9	road	1217700	35	3042.5	2957
Specialized	Amira	ZIPP	858/Super9	road	1650800	45	3040.5	2956
Specialized	Amira	Zwift	32mm Carbon	road	142000	31	3093.5	2946
Specialized	Amira	Zwift	50mm Carbon	road	262700	31	3081	2947
Specialized	Amira	Zwift	Buffalo Fahrrad	road	145200	40	3098.5	2953
Specialized	Amira	Zwift	Classic	road	177600	31	3099.5	2954
Specialized	Amira	Zwift	Safety	road	852000	44	3094	2945.5
Specialized	Amira S-Works	Bontrager	Aeolus 5	road	525400	31	3074.5	2936
Specialized	Amira S-Works	CADEX	36	road	612400	31	3087	2931.5
Specialized	Amira S-Works	CADEX	42	road	582200	31	3077.5	2934
Specialized	Amira S-Works	CADEX	65	road	596400	31	3059	2933
Specialized	Amira S-Works	Campagnolo	Bora Ultra 35	road	603500	33	3094	2933.5
Specialized	Amira S-Works	Campagnolo	Bora Ultra 50	road	617700	31	3067.5	2933.5
Specialized	Amira S-Works	DT Swiss	ARC 1100 DICUT 62	road	539600	31	3059.5	2932.5
Specialized	Amira S-Works	DT Swiss	ARC 1100 DICUT DISC	road	1934800	42	3034	2951
Specialized	Amira S-Works	ENVE	SES 2.2	road	546700	31	3093.5	2933.5
Specialized	Amira S-Works	ENVE	SES 3.4	road	546700	31	3067.5	2932
Specialized	Amira S-Works	ENVE	SES 6.7	road	546700	31	3061.5	2940
Specialized	Amira S-Works	ENVE	SES 7.8	road	560900	39	3049	2936
Specialized	Amira S-Works	ENVE	SES 8.9	road	560900	31	3050	2944.5
Specialized	Amira S-Works	Giant	SLR 0	road	546800	31	3070.5	2932.5
Specialized	Amira S-Works	Lightweight	Meilenstein	road	355000	31	3080	2924
Specialized	Amira S-Works	Mavic	Comete Pro Carbon SL UST	road	497000	31	3068	2950.5
Specialized	Amira S-Works	Mavic	Cosmic CXR60c	road	497000	31	3072	2948.5
Specialized	Amira S-Works	Mavic	Cosmic Ultimate UST	road	497000	31	3074.5	2946
Specialized	Amira S-Works	Roval	Alpinist CLX	road	490300	32	3080.5	2924
Specialized	Amira S-Works	Roval	CLX64	road	525400	31	3063.5	2940
Specialized	Amira S-Works	Roval	Rapide CLX	road	550300	31	3063.5	2935
Specialized	Amira S-Works	Shimano	C40	road	440300	31	3081.5	2943.5
Specialized	Amira S-Works	Shimano	C50	road	443700	31	3079.5	2947.5
Specialized	Amira S-Works	Shimano	C60	road	447300	31	3070.5	2951
Specialized	Amira S-Works	ZIPP	202	road	504200	31	3088.5	2934.5
Specialized	Amira S-Works	ZIPP	404	road	504200	31	3060.5	2936
Specialized	Amira S-Works	ZIPP	454	road	639000	31	3057.5	2933
Specialized	Amira S-Works	ZIPP	808	road	532600	31	3051.5	2942
Specialized	Amira S-Works	ZIPP	858	road	667400	37	3047.5	2939
Specialized	Amira S-Works	ZIPP	353 NSW	road	610600	31	3064.5	2932
Specialized	Amira S-Works	ZIPP	808/Super9	road	1430700	35	3042.5	2951
Specialized	Amira S-Works	ZIPP	858/Super9	road	1863800	45	3040.5	2950
Specialized	Amira S-Works	Zwift	32mm Carbon	road	355000	31	3093.5	2940
Specialized	Amira S-Works	Zwift	50mm Carbon	road	475700	31	3081	2941
Specialized	Amira S-Works	Zwift	Buffalo Fahrrad	road	358200	40	3098.5	2947
Specialized	Amira S-Works	Zwift	Classic	road	390600	31	3099.5	2948
Specialized	Amira S-Works	Zwift	Safety	road	1065000	44	3094	2939.5
Specialized	Roubaix	Bontrager	Aeolus 5	road	631900	20	3075	2951
Specialized	Roubaix	CADEX	36	road	718900	26	3087.5	2946.5
Specialized	Roubaix	CADEX	42	road	688700	8	3078	2949
Specialized	Roubaix	CADEX	65	road	702900	21	3059.5	2948
Specialized	Roubaix	Campagnolo	Bora Ultra 35	road	710000	33	3094.5	2948.5
Specialized	Roubaix	Campagnolo	Bora Ultra 50	road	724200	27	3068	2948.5
Specialized	Roubaix	DT Swiss	ARC 1100 DICUT 62	road	646100	6	3060	2947.5
Specialized	Roubaix	DT Swiss	ARC 1100 DICUT DISC	road	2041300	42	3034.5	2966
Specialized	Roubaix	ENVE	SES 2.2	road	653200	17	3094	2948.5
Specialized	Roubaix	ENVE	SES 3.4	road	653200	5	3068	2947
Specialized	Roubaix	ENVE	SES 6.7	road	653200	25	3062	2955
Specialized	Roubaix	ENVE	SES 7.8	road	667400	39	3049.5	2951
Specialized	Roubaix	ENVE	SES 8.9	road	667400	31	3050.5	2959.5
Specialized	Roubaix	Giant	SLR 0	road	653300	22	3071	2947.5
Specialized	Roubaix	Lightweight	Meilenstein	road	461500	5	3080.5	2939
Specialized	Roubaix	Mavic	Comete Pro Carbon SL UST	road	603500	23	3068.5	2965.5
Specialized	Roubaix	Mavic	Cosmic CXR60c	road	603500	16	3072.5	2963.5
Specialized	Roubaix	Mavic	Cosmic Ultimate UST	road	603500	9	3075	2961
Specialized	Roubaix	Roval	Alpinist CLX	road	596800	32	3081	2939
Specialized	Roubaix	Roval	CLX64	road	631900	5	3064	2955
Specialized	Roubaix	Roval	Rapide CLX	road	656800	14	3064	2950
Specialized	Roubaix	Shimano	C40	road	546800	12	3082	2958.5
Specialized	Roubaix	Shimano	C50	road	550200	28	3080	2962.5
Specialized	Roubaix	Shimano	C60	road	553800	18	3071	2966
Specialized	Roubaix	ZIPP	202	road	610700	11	3089	2949.5
Specialized	Roubaix	ZIPP	404	road	610700	15	3061	2951
Specialized	Roubaix	ZIPP	454	road	745500	24	3058	2948
Specialized	Roubaix	ZIPP	808	road	639100	13	3052	2957
Specialized	Roubaix	ZIPP	858	road	773900	37	3048	2954
Specialized	Roubaix	ZIPP	353 NSW	road	717100	19	3065	2947
Specialized	Roubaix	ZIPP	808/Super9	road	1537200	35	3043	2966
Specialized	Roubaix	ZIPP	858/Super9	road	1970300	45	3041	2965
Specialized	Roubaix	Zwift	32mm Carbon	road	461500	5	3094	2955
Specialized	Roubaix	Zwift	50mm Carbon	road	582200	7	3081.5	2956
Specialized	Roubaix	Zwift	Buffalo Fahrrad	road	464700	40	3099	2962
Specialized	Roubaix	Zwift	Classic	road	497100	5	3100	2963
Specialized	Roubaix	Zwift	Safety	road	1171500	44	3094.5	2954.5
Specialized	Roubaix S-Works	Bontrager	Aeolus 5	road	915900	20	3074	2942.5
Specialized	Roubaix S-Works	CADEX	36	road	1002900	26	3086.5	2938
Specialized	Roubaix S-Works	CADEX	42	road	972700	8	3077	2940.5
Specialized	Roubaix S-Works	CADEX	65	road	986900	21	3058.5	2939.5
Specialized	Roubaix S-Works	Campagnolo	Bora Ultra 35	road	994000	33	3093.5	2940
Specialized	Roubaix S-Works	Campagnolo	Bora Ultra 50	road	1008200	27	3067	2940
Specialized	Roubaix S-Works	DT Swiss	ARC 1100 DICUT 62	road	930100	6	3059	2939
Specialized	Roubaix S-Works	DT Swiss	ARC 1100 DICUT DISC	road	2325300	42	3033.5	2957.5
Specialized	Roubaix S-Works	ENVE	SES 2.2	road	937200	17	3093	2940
Specialized	Roubaix S-Works	ENVE	SES 3.4	road	937200	5	3067	2938.5
Specialized	Roubaix S-Works	ENVE	SES 6.7	road	937200	25	3061	2946.5
Specialized	Roubaix S-Works	ENVE	SES 7.8	road	951400	39	3048.5	2942.5
Specialized	Roubaix S-Works	ENVE	SES 8.9	road	951400	31	3049.5	2951
Specialized	Roubaix S-Works	Giant	SLR 0	road	937300	22	3070	2939
Specialized	Roubaix S-Works	Lightweight	Meilenstein	road	745500	5	3079.5	2930.5
Specialized	Roubaix S-Works	Mavic	Comete Pro Carbon SL UST	road	887500	23	3067.5	2957
Specialized	Roubaix S-Works	Mavic	Cosmic CXR60c	road	887500	16	3071.5	2955
Specialized	Roubaix S-Works	Mavic	Cosmic Ultimate UST	road	887500	9	3074	2952.5
Specialized	Roubaix S-Works	Roval	Alpinist CLX	road	880800	32	3080	2930.5
Specialized	Roubaix S-Works	Roval	CLX64	road	915900	5	3063	2946.5
Specialized	Roubaix S-Works	Roval	Rapide CLX	road	940800	14	3063	2941.5
Specialized	Roubaix S-Works	Shimano	C40	road	830800	12	3081	2950
Specialized	Roubaix S-Works	Shimano	C50	road	834200	28	3079	2954
Specialized	Roubaix S-Works	Shimano	C60	road	837800	18	3070	2957.5
Specialized	Roubaix S-Works	ZIPP	202	road	894700	11	3088	2941
Specialized	Roubaix S-Works	ZIPP	404	road	894700	15	3060	2942.5
Specialized	Roubaix S-Works	ZIPP	454	road	1029500	24	3057	2939.5
Specialized	Roubaix S-Works	ZIPP	808	road	923100	13	3051	2948.5
Specialized	Roubaix S-Works	ZIPP	858	road	1057900	37	3047	2945.5
Specialized	Roubaix S-Works	ZIPP	353 NSW	road	1001100	19	3064	2938.5
Specialized	Roubaix S-Works	ZIPP	808/Super9	road	1821200	35	3042	2957.5
Specialized	Roubaix S-Works	ZIPP	858/Super9	road	2254300	45	3040	2956.5
Specialized	Roubaix S-Works	Zwift	32mm Carbon	road	745500	5	3093	2946.5
Specialized	Roubaix S-Works	Zwift	50mm Carbon	road	866200	7	3080.5	2947.5
Specialized	Roubaix S-Works	Zwift	Buffalo Fahrrad	road	748700	40	3098	2953.5
Specialized	Roubaix S-Works	Zwift	Classic	road	781100	5	3099	2954.5
Specialized	Roubaix S-Works	Zwift	Safety	road	1455500	44	3093.5	2946
Specialized	Ruby	Bontrager	Aeolus 5	road	631900	20	3075	2951
Specialized	Ruby	CADEX	36	road	718900	26	3087.5	2946.5
Specialized	Ruby	CADEX	42	road	688700	8	3078	2949
Specialized	Ruby	CADEX	65	road	702900	21	3059.5	2948
Specialized	Ruby	Campagnolo	Bora Ultra 35	road	710000	33	3094.5	2948.5
Specialized	Ruby	Campagnolo	Bora Ultra 50	road	724200	27	3068	2948.5
Specialized	Ruby	DT Swiss	ARC 1100 DICUT 62	road	646100	6	3060	2947.5
Specialized	Ruby	DT Swiss	ARC 1100 DICUT DISC	road	2041300	42	3034.5	2966
Specialized	Ruby	ENVE	SES 2.2	road	653200	17	3094	2948.5
Specialized	Ruby	ENVE	SES 3.4	road	653200	5	3068	2947
Specialized	Ruby	ENVE	SES 6.7	road	653200	25	3062	2955
Specialized	Ruby	ENVE	SES 7.8	road	667400	39	3049.5	2951
Specialized	Ruby	ENVE	SES 8.9	road	667400	31	3050.5	2959.5
Specialized	Ruby	Giant	SLR 0	road	653300	22	3071	2947.5
Specialized	Ruby	Lightweight	Meilenstein	road	461500	5	3080.5	2939
Specialized	Ruby	Mavic	Comete Pro Carbon SL UST	road	603500	23	3068.5	2965.5
Specialized	Ruby	Mavic	Cosmic CXR60c	road	603500	16	3072.5	2963.5
Specialized	Ruby	Mavic	Cosmic Ultimate UST	road	603500	9	3075	2961
Specialized	Ruby	Roval	Alpinist CLX	road	596800	32	3081	2939
Specialized	Ruby	Roval	CLX64	road	631900	5	3064	2955
Specialized	Ruby	Roval	Rapide CLX	road	656800	14	3064	2950
Specialized	Ruby	Shimano	C40	road	546800	12	3082	2958.5
Specialized	Ruby	Shimano	C50	road	550200	28	3080	2962.5
Specialized	Ruby	Shimano	C60	road	553800	18	3071	2966
Specialized	Ruby	ZIPP	202	road	610700	11	3089	2949.5
Specialized	Ruby	ZIPP	404	road	610700	15	3061	2951
Specialized	Ruby	ZIPP	454	road	745500	24	3058	2948
Specialized	Ruby	ZIPP	808	road	639100	13	3052	2957
Specialized	Ruby	ZIPP	858	road	773900	37	3048	2954
Specialized	Ruby	ZIPP	353 NSW	road	717100	19	3065	2947
Specialized	Ruby	ZIPP	808/Super9	road	1537200	35	3043	2966
Specialized	Ruby	ZIPP	858/Super9	road	1970300	45	3041	2965
Specialized	Ruby	Zwift	32mm Carbon	road	461500	5	3094	2955
Specialized	Ruby	Zwift	50mm Carbon	road	582200	7	3081.5	2956
Specialized	Ruby	Zwift	Buffalo Fahrrad	road	464700	40	3099	2962
Specialized	Ruby	Zwift	Classic	road	497100	5	3100	2963
Specialized	Ruby	Zwift	Safety	road	1171500	44	3094.5	2954.5
Specialized	Ruby S-Works	Bontrager	Aeolus 5	road	915900	20	3074.5	2942.5
Specialized	Ruby S-Works	CADEX	36	road	1002900	26	3087	2938
Specialized	Ruby S-Works	CADEX	42	road	972700	8	3077.5	2940.5
Specialized	Ruby S-Works	CADEX	65	road	986900	21	3059	2939.5
Specialized	Ruby S-Works	Campagnolo	Bora Ultra 35	road	994000	33	3094	2940
Specialized	Ruby S-Works	Campagnolo	Bora Ultra 50	road	1008200	27	3067.5	2940
Specialized	Ruby S-Works	DT Swiss	ARC 1100 DICUT 62	road	930100	6	3059.5	2939
Specialized	Ruby S-Works	DT Swiss	ARC 1100 DICUT DISC	road	2325300	42	3034	2957.5
Specialized	Ruby S-Works	ENVE	SES 2.2	road	937200	17	3093.5	2940
Specialized	Ruby S-Works	ENVE	SES 3.4	road	937200	5	3067.5	2938.5
Specialized	Ruby S-Works	ENVE	SES 6.7	road	937200	25	3061.5	2946.5
Specialized	Ruby S-Works	ENVE	SES 7.8	road	951400	39	3049	2942.5
Specialized	Ruby S-Works	ENVE	SES 8.9	road	951400	31	3050	2951
Specialized	Ruby S-Works	Giant	SLR 0	road	937300	22	3070.5	2939
